coid,year,Bias
1513,2025,-0.0346368281759135
1514,2025,-1.1500373543577458
1515,2025,-7.75311501570554
1516,2025,35.21492678318374
1517,2025,-4.847195790887712
1519,2025,38.77523328298121
1521,2025,-7.886826846626718
1522,2025,-3.4107868815242357
1524,2025,-15.610874841352892
1525,2025,4.192748507782151
1526,2025,-16.745131076862073
1527,2025,-7.954478282042107
1528,2025,59.65205934351074
1529,2025,-21.268086353832945
1530,2025,-4.475791185832275
1531,2025,-0.7250327526019007
1532,2025,-0.7914011655593048
1533,2025,-1.304784208765458
1535,2025,-3.225395693530108
1536,2025,-10.467302915749414
1537,2025,-5.409945728010467
1538,2025,-6.972996531631013
1539,2025,-8.310366758532956
1540,2025,-17.607820421027643
1541,2025,-10.607752187808128
1558,2025,5.854858015071674
1560,2025,33.05016410638778
1563,2025,-6.391368137914166
1565,2025,-24.31947879607949
1568,2025,-5.110564076668985
1569,2025,-6.623505976095613
1570,2025,23.355263157894733
1580,2025,-1.7610697744740964
1582,2025,-11.568068614655186
1583,2025,-16.921484687397093
1584,2025,-8.159549031716622
1586,2025,-9.0587673544667
1587,2025,40.75878673904061
1589,2025,-35.70518250570449
1590,2025,8.18756513065917
1591,2025,1.8255873154411173
1593,2025,-4.578272094810762
1595,2025,12.929439383193277
1597,2025,-15.831508708516328
1598,2025,-13.089115146425948
1599,2025,6.539826993068034
1603,2025,1.4557529524995203
1604,2025,-10.09440870236002
1605,2025,30.30116779348494
1608,2025,36.22284423352894
1609,2025,-2.1072100167926684
1611,2025,-9.46759207599664
1612,2025,1.1166927786808365
1614,2025,-8.215145838908217
1615,2025,0.4499997974798408
1616,2025,0.7709948365856647
1617,2025,-6.85955684092875
1618,2025,-5.43020861312562
1623,2025,21.431836806725705
1626,2025,-11.33036693106339
1702,2025,-7.393845470566824
1707,2025,-5.459412800358956
1708,2025,-2.0626250871993044
1709,2025,-5.422446406052979
1710,2025,-5.271327266640291
1711,2025,4.085703570438571
1712,2025,-2.357838954083195
1713,2025,-1.7244374945704042
1714,2025,1.691502215062428
1717,2025,26.901718735759705
1718,2025,1.8212043400175144
1720,2025,3.207854310461142
1721,2025,27.189195855944757
1722,2025,-4.080973317253191
1723,2025,-19.66137446293452
1725,2025,-9.459753839451038
1726,2025,3.3659465280527114
1727,2025,41.26042752867571
1730,2025,0.6659587002652005
1731,2025,-0.1427843405521235
1732,2025,1.469495732845313
1733,2025,-0.036111749450114
1734,2025,1.785416319038879
1735,2025,13.401619497722766
1736,2025,-7.419896751725916
1737,2025,0.7667171030045621
1742,2025,-13.471693791594031
1752,2025,0.0434505066543586
1760,2025,-12.827140370443146
1762,2025,-14.08362293581521
1773,2025,7.331854538893008
1776,2025,-7.22943434208691
1777,2025,-9.909579980883253
1781,2025,-22.480076327309455
1783,2025,-3.262407500327741
1784,2025,28.991251028191133
1785,2025,17.060771263252946
1786,2025,-27.7561773554507
1788,2025,-0.3272770288328098
1789,2025,-10.828839284288302
1795,2025,17.344611684703743
1796,2025,-1.954409308336612
1799,2025,-31.635030363212778
1802,2025,54.924398687066144
1805,2025,-10.74128989901226
1806,2025,-5.833499365582042
1808,2025,1.453371613882159
1809,2025,-1.8184682555758105
1810,2025,0.4205647583898333
1813,2025,-15.897097625329817
1815,2025,91.9639498209489
1817,2025,-5.862805485027764
1903,2025,0.7842096012385724
1904,2025,-4.407214216249664
1905,2025,-13.459960310947311
1906,2025,-7.682239932689838
1907,2025,-0.0290546533321101
1909,2025,-2.457362193819004
2002,2025,-3.9083994173814554
2006,2025,-7.870997882339191
2007,2025,-3.6339295406027934
2008,2025,9.63342500847682
2009,2025,29.660732280819623
2010,2025,7.873456338675624
2012,2025,-11.609643153267324
2013,2025,-3.828277240812624
2014,2025,-6.348111502235747
2015,2025,-9.858397479187692
2017,2025,-15.043680371884266
2020,2025,-10.936297287385594
2022,2025,-1.2035207472606462
2023,2025,-1.8712916476494688
2024,2025,-0.8363743511865671
2025,2025,-21.62591975407278
2027,2025,-6.465444762064903
2028,2025,-6.445128731502868
2029,2025,-6.305940864719004
2030,2025,-0.2063301552196117
2031,2025,-8.861099518882543
2032,2025,-1.0945973753559557
2033,2025,-12.845858523454382
2034,2025,2.516443350084063
2035,2025,0.9258707751768738
2038,2025,-6.338712688368621
2049,2025,-16.58421833607874
2059,2025,48.6351959582642
2061,2025,3.5151804199139463
2062,2025,-15.422005095258282
2063,2025,-17.980112291145232
2064,2025,-14.330902381161586
2065,2025,-28.33686398966791
2066,2025,-29.035458381755507
2067,2025,10.076393016753627
2069,2025,17.6928376412952
2070,2025,-18.986139921772608
2072,2025,-4.60374600489507
2073,2025,-4.335694743898684
2101,2025,-14.252095551020124
2102,2025,0.7285430170130811
2103,2025,-11.703048808275994
2104,2025,1.5389777232312405
2105,2025,-28.357020040605786
2106,2025,-12.879273669639982
2107,2025,1.115760111576005
2108,2025,-14.23696797977029
2109,2025,-10.882668343009271
2114,2025,2.320007235890022
2115,2025,-9.86198540059699
2201,2025,-11.472756842501628
2204,2025,-7.424229259314845
2206,2025,-4.020508972675549
2207,2025,-5.018182973663106
2208,2025,9.03936321011886
2211,2025,6.136584379683305
2221,2025,8.733078414671722
2227,2025,-5.975390964489188
2228,2025,13.248702738793751
2230,2025,-5.491081299266246
2231,2025,0.3930349495279243
2233,2025,11.053922003635869
2235,2025,-15.135350456363984
2236,2025,15.935887454237804
2239,2025,14.92204352288301
2241,2025,25.9623315919714
2243,2025,-12.082680672010818
2247,2025,-4.632138414486761
2248,2025,3.4342285610017966
2250,2025,-23.722914229008992
2301,2025,29.137510020398604
2302,2025,0.3329228804670181
2303,2025,14.300169651622374
2305,2025,-5.865438923785233
2308,2025,62.11294272362874
2312,2025,5.473311485290231
2313,2025,34.78162047754096
2314,2025,-36.94724446931294
2316,2025,49.79508613944614
2317,2025,25.107128066820778
2321,2025,0.4614253479704833
2323,2025,22.40734444066644
2324,2025,-5.600885434094361
2327,2025,52.30796010190786
2328,2025,10.9892784803625
2329,2025,39.87027032427422
2330,2025,34.18081610805545
2331,2025,13.105997937028285
2332,2025,-17.17298463435037
2337,2025,63.90513860267235
2338,2025,-7.201049286613065
2340,2025,8.12378308960604
2342,2025,6.01761982977452
2344,2025,188.99111608179115
2345,2025,42.62437025623522
2347,2025,-9.9509629337012
2348,2025,-28.102109242082346
2349,2025,35.881632000568395
2351,2025,-2.5006816157245355
2352,2025,-25.95113405050448
2353,2025,-17.49355418392062
2354,2025,-7.227531620826736
2355,2025,-6.764579043592872
2356,2025,-0.4483305950822971
2357,2025,-11.568444974675176
2359,2025,-9.818048031410616
2360,2025,62.256160395343954
2362,2025,-12.420850626632204
2363,2025,-14.528190106913122
2364,2025,-2.729711465607283
2365,2025,-12.151748967275251
2367,2025,2.176893747300011
2368,2025,99.04896894372504
2369,2025,32.701200156669245
2371,2025,-18.10831505587063
2373,2025,-3.1847397099332007
2374,2025,26.1033223123739
2375,2025,35.01864295877777
2376,2025,-3.746220254881552
2377,2025,-30.334200108304582
2379,2025,-5.476889389403901
2380,2025,1.8387553041018243
2382,2025,2.9741743042334225
2383,2025,73.60924221729292
2385,2025,-15.411271122781631
2387,2025,-26.144133779207834
2388,2025,-23.840764340520952
2390,2025,-9.224390288949024
2392,2025,-28.823563451189177
2393,2025,-18.75387280565543
2395,2025,-13.812142791732429
2397,2025,-9.435671025075012
2399,2025,22.3391812865497
2401,2025,-12.98720605853907
2402,2025,44.9005361319837
2404,2025,39.83355533813492
2405,2025,-2.487660306451703
2406,2025,53.61870923780783
2408,2025,185.6711495821505
2409,2025,-4.188338352039425
2412,2025,1.958700866453638
2413,2025,105.64810722564468
2414,2025,3.964636771961575
2415,2025,1.71161578437138
2417,2025,-6.035268821365428
2419,2025,-0.2189811180432212
2420,2025,-5.128320508782191
2421,2025,37.100381981485945
2423,2025,17.047176396479212
2424,2025,-43.890748630553865
2425,2025,-9.7660139395951
2426,2025,-2.7286865545030494
2427,2025,-0.2115814588616617
2428,2025,15.611149022439816
2429,2025,14.624810983400849
2430,2025,-14.42310304545084
2431,2025,-9.379790495656623
2433,2025,-1.189470750003127
2434,2025,6.400091152204077
2436,2025,-4.258632294879399
2438,2025,-23.80052433765071
2439,2025,-7.66215121669529
2440,2025,12.262787192815177
2441,2025,46.27956819586342
2442,2025,-3.155898686170937
2444,2025,-11.821374188135128
2449,2025,85.31913077465641
2450,2025,-3.5607567232643413
2451,2025,76.37684172068208
2453,2025,-8.460021209640372
2454,2025,3.1822235978446303
2455,2025,11.495683313990233
2457,2025,4.1620981535897545
2458,2025,-11.990379683070149
2459,2025,5.31112187412373
2460,2025,5.212466368651934
2461,2025,-10.842508377213974
2462,2025,-5.080670619116194
2464,2025,-5.473958762823628
2465,2025,-3.564777866453841
2466,2025,-12.119559750758352
2467,2025,45.93471329508932
2468,2025,-17.286353047418494
2471,2025,-5.432912381743716
2472,2025,26.48621300278269
2474,2025,6.532654051083439
2476,2025,3.1406691042483006
2477,2025,-4.236436346528093
2478,2025,21.167957430222515
2480,2025,-1.2358598857344671
2481,2025,32.69521767515144
2482,2025,-11.950894912887062
2483,2025,-4.360994892066031
2484,2025,-7.481861876130773
2485,2025,80.60173213479455
2486,2025,7.968637353009154
2488,2025,-1.0818499202620628
2489,2025,0.3490690388347568
2491,2025,54.01403926971031
2492,2025,26.61118139053705
2493,2025,30.03691543839098
2495,2025,34.26717746423941
2496,2025,-9.355042264459724
2497,2025,11.389525989828542
2498,2025,4.081606749226794
2501,2025,10.656609840872006
2504,2025,-1.6064882602780988
2505,2025,0.8247464257627334
2506,2025,-7.0202683868912485
2509,2025,10.675860588661424
2511,2025,-10.983098744633448
2514,2025,-10.007840900990807
2515,2025,14.182745916628756
2516,2025,-12.264117501093002
2520,2025,-17.389559019346752
2524,2025,-14.008377638150469
2527,2025,3.855338986686504
2528,2025,-13.523397585823544
2530,2025,-9.11810785509083
2534,2025,-9.503443655016689
2535,2025,1.6462668614585607
2536,2025,-9.306227522769367
2537,2025,2.9560003101603334
2538,2025,-7.553716584944698
2539,2025,-1.785678124329203
2540,2025,-11.42588288969046
2542,2025,4.361641644967933
2543,2025,-13.5682092080777
2545,2025,-16.48926412429982
2546,2025,11.956747979671963
2547,2025,-4.029020215538488
2548,2025,15.570925331261986
2596,2025,12.58320421084396
2597,2025,13.27754414284298
2601,2025,-14.188185467303017
2603,2025,-0.5046508839114391
2605,2025,10.889757277007291
2606,2025,6.950356619235476
2607,2025,4.213889526052572
2608,2025,-4.758074015761611
2609,2025,-9.002094422171464
2610,2025,-5.835846708216985
2611,2025,-18.93186171668339
2612,2025,23.72319330811658
2613,2025,-18.96457105388821
2614,2025,28.27789760472246
2615,2025,-5.982518475389616
2616,2025,-11.846857852232883
2617,2025,6.842142503360933
2618,2025,-5.48253043048764
2630,2025,16.27669218029021
2633,2025,3.2162934291770293
2634,2025,5.3920751824574245
2636,2025,-6.181911872609039
2637,2025,9.65833112617007
2640,2025,12.523955448355029
2641,2025,0.1163446798523919
2642,2025,-9.087439145838324
2643,2025,4.432157201443995
2645,2025,14.014740018290537
2646,2025,-7.616907671711195
2701,2025,-2.6887706348023626
2702,2025,-11.782075889561495
2704,2025,-6.810701543724471
2705,2025,-4.991930037430887
2706,2025,-3.841136612673588
2707,2025,-6.65331273730436
2712,2025,-12.319263003985048
2718,2025,-6.987100295917497
2719,2025,-22.866883667833942
2722,2025,-12.12653778558876
2723,2025,-14.560547970994037
2724,2025,-16.215828027002438
2726,2025,-27.83585582774224
2727,2025,-1.6031432581149128
2729,2025,-1.8530912671985875
2731,2025,12.072889191101064
2732,2025,-16.128446935702982
2734,2025,-15.166411401634312
2736,2025,-15.870824001763802
2739,2025,-12.382252227001866
2740,2025,-8.87738251103669
2743,2025,-3.205082098913671
2745,2025,-3.8633211102413
2748,2025,-13.475306949395232
2751,2025,-8.862534322603262
2752,2025,-9.120307912996282
2753,2025,7.975079011685119
2754,2025,-1.2577572682646585
2755,2025,5.052253437890866
2756,2025,-11.857736524203792
2762,2025,-8.158251955103534
2801,2025,11.87089715536104
2812,2025,5.292998015631962
2816,2025,4.649857509623074
2820,2025,10.13072321347113
2832,2025,17.56154452029982
2834,2025,9.035647842116386
2836,2025,7.135391261932969
2838,2025,16.622468659595
2845,2025,3.731927637898876
2849,2025,1.76593834181382
2850,2025,12.435026907854947
2851,2025,8.022024147551916
2852,2025,6.707375690713955
2855,2025,9.60939613936444
2867,2025,30.75954953335185
2880,2025,13.08008258493773
2881,2025,14.068802123270268
2882,2025,20.31402277395248
2883,2025,8.91939333476454
2884,2025,11.88908559266406
2885,2025,19.94506332977261
2886,2025,1.5372743334078005
2887,2025,20.53389424923335
2889,2025,16.491870204828604
2890,2025,22.62731158913848
2891,2025,23.361527913617454
2892,2025,8.103735462069919
2897,2025,0.4086654655710368
2901,2025,-4.094932399572033
2903,2025,0.2150067417368177
2904,2025,-1.0441151718814383
2905,2025,15.949874540041106
2906,2025,-13.986987603416429
2908,2025,2.531984423219709
2910,2025,-9.066176029807115
2911,2025,-4.787472035794185
2912,2025,-10.621874035351771
2913,2025,-16.72510518934081
2915,2025,-0.7591653683708144
2916,2025,2.471645333205192
2923,2025,-10.457250052606362
2924,2025,-23.33481064234349
2926,2025,-14.779245468550265
2929,2025,-23.37535434061203
2937,2025,5.8262935914503
2939,2025,-19.12969487282265
2941,2025,-19.42097849632411
2945,2025,0.0748247699072266
2947,2025,-2.278634583478842
2948,2025,-3.114116273258993
2949,2025,-2.273905250569705
3002,2025,51.70968640608534
3003,2025,-12.252856065825686
3004,2025,-5.520078618055995
3005,2025,-8.583976192539943
3006,2025,83.04023627702364
3008,2025,4.603880748585822
3010,2025,7.361503660278236
3011,2025,0.4871296616711471
3013,2025,6.065741253233783
3014,2025,-11.29554780784302
3015,2025,-6.311882066532762
3016,2025,22.58370956056979
3017,2025,76.21182388340053
3018,2025,-38.5320706908029
3019,2025,-6.130362640694712
3021,2025,-10.668999140849
3022,2025,-13.664095775296426
3023,2025,-15.900156665993867
3024,2025,-19.77766954130018
3025,2025,22.54737700743135
3026,2025,16.764256400570076
3027,2025,-20.94106199610787
3028,2025,17.05455024100388
3029,2025,-11.100731873766836
3030,2025,35.17634336344154
3031,2025,1.6970205101929898
3032,2025,-10.27642521777989
3033,2025,-1.4693843211742144
3034,2025,-18.60567605711966
3035,2025,-8.410347428291475
3036,2025,12.519844969007767
3037,2025,64.00714176553689
3038,2025,-4.159710749163128
3040,2025,-1.2690885767614817
3041,2025,-15.859957100925715
3042,2025,-9.259790123763324
3043,2025,-19.03998063012621
3044,2025,28.23329655292744
3045,2025,-0.2798597484479083
3046,2025,12.07784551397086
3047,2025,-14.393657112401367
3048,2025,32.122869498855245
3049,2025,-13.152589208927235
3050,2025,-0.1326650943396146
3051,2025,-25.66658340249631
3052,2025,3.84618699208012
3054,2025,37.33589524381884
3055,2025,25.930518079446298
3056,2025,-20.34940062923974
3057,2025,32.326932794340564
3058,2025,-10.292929722375746
3059,2025,-3.957155608449869
3060,2025,33.18176479471131
3062,2025,-10.05666815928848
3064,2025,-12.822006041066617
3066,2025,-21.111123907360277
3067,2025,-15.765765765765764
3071,2025,7.150263843122801
3073,2025,-26.452915444887758
3078,2025,-9.76875982460496
3081,2025,54.61419973783686
3083,2025,-5.958264689730922
3085,2025,-24.329256757508656
3086,2025,-86.99185024291964
3088,2025,-18.902845609039627
3090,2025,34.17218217964347
3092,2025,27.20749729187164
3093,2025,-0.3083845691343876
3094,2025,-6.789238817621497
3095,2025,-14.50624345250281
3105,2025,77.27078548394441
3114,2025,14.107007015467843
3115,2025,-14.184632572598996
3118,2025,2.6227897227940846
3122,2025,-19.11130284728214
3128,2025,0.6314327421306909
3130,2025,2.7854161000878124
3131,2025,16.041520251030548
3135,2025,93.418559064297
3138,2025,15.433082480143913
3141,2025,-11.815195322371228
3147,2025,-5.728345658161847
3149,2025,3.1746729626666013
3152,2025,15.030494818932617
3158,2025,-9.461219013144005
3162,2025,13.704043525851525
3163,2025,98.409635986778
3164,2025,-10.611171314173491
3167,2025,72.37713007620626
3168,2025,-8.472774509998528
3169,2025,4.351846599574679
3171,2025,10.12928941740421
3176,2025,3.9054332279313098
3178,2025,9.557248166988307
3188,2025,-4.118052000776655
3189,2025,45.66716980337468
3191,2025,14.933770208658771
3205,2025,22.347935587270083
3206,2025,-11.017634686943868
3207,2025,-9.932365759394791
3209,2025,-4.641388349075794
3211,2025,40.83312194434961
3213,2025,0.384272936593989
3217,2025,1.46563601404692
3218,2025,-25.151131394709797
3219,2025,39.753525600304926
3221,2025,2.4746270857395745
3224,2025,2.127561804981164
3226,2025,-8.307453247652345
3227,2025,-7.283743337592938
3228,2025,-23.777676694409948
3229,2025,72.11169241093064
3230,2025,-18.105462693216506
3231,2025,27.42779585474417
3232,2025,-6.649293062875585
3234,2025,22.13900569896764
3236,2025,47.12315640363304
3252,2025,-0.5070604634249838
3257,2025,17.257841618158217
3259,2025,4.757266386701336
3260,2025,136.5843673238017
3264,2025,64.35426595028447
3265,2025,30.252442619422958
3266,2025,-3.5607804785286925
3268,2025,-11.478981932633236
3272,2025,-19.713590522926683
3276,2025,10.539248473924708
3284,2025,-12.55099473243492
3285,2025,13.741614704639971
3287,2025,-13.83421159058122
3288,2025,-12.770774055535933
3289,2025,-0.101011528028936
3290,2025,5.228345509756162
3293,2025,-10.731409382661264
3294,2025,-2.021717021254734
3296,2025,4.107022018635155
3297,2025,-0.3878362212017178
3303,2025,-5.42257996187249
3305,2025,30.943208602019943
3306,2025,3.830878927345544
3308,2025,11.01905550952776
3310,2025,15.374135192434208
3311,2025,-7.365553665528697
3312,2025,-23.088467021835367
3313,2025,-0.3295228021642761
3317,2025,5.635468912652593
3321,2025,20.48706629987418
3322,2025,5.197331851028357
3323,2025,8.55382483040158
3324,2025,41.915661910805866
3325,2025,-0.0070376278502437
3332,2025,13.665402582003658
3338,2025,-9.483985275082397
3339,2025,-23.13099822727552
3346,2025,-23.692410682265567
3349,2025,59.47650550965604
3354,2025,57.04428429940192
3356,2025,-2.846996421875545
3357,2025,24.026308816196405
3360,2025,6.8474973770289385
3362,2025,-31.767761683841844
3363,2025,47.05400553029212
3372,2025,42.89503348584312
3373,2025,-9.074096905437065
3374,2025,-8.17736697608913
3376,2025,-5.353044827602325
3379,2025,-19.050723262396136
3380,2025,6.062656472021116
3388,2025,-1.7586009146833397
3390,2025,13.625452101270689
3402,2025,28.026103999078583
3406,2025,7.464079623352153
3413,2025,-5.544744730843364
3416,2025,-2.2163210444212567
3419,2025,-9.719820131442402
3426,2025,-4.295445589145984
3430,2025,10.40787876386402
3432,2025,-8.928334878791897
3434,2025,-20.56517482259115
3437,2025,-13.281221771231042
3438,2025,12.689887491221258
3441,2025,11.420034242002515
3443,2025,55.72476099180478
3444,2025,25.559117277271604
3447,2025,-6.257694607618982
3450,2025,13.399732376631594
3455,2025,19.26127973183705
3465,2025,-4.628481108220874
3466,2025,-9.448662575496217
3467,2025,-3.160861687135092
3479,2025,-7.587528967366457
3481,2025,29.83947119924457
3483,2025,-10.00750892759903
3484,2025,-4.632589781748027
3485,2025,63.00459094315445
3489,2025,1.490896842702395
3490,2025,4.935501030653633
3491,2025,66.6429423400694
3492,2025,8.274160245757175
3494,2025,-38.05220594583705
3498,2025,9.079173838209996
3499,2025,23.38779559697087
3501,2025,-9.650148932432888
3504,2025,-6.680289623069516
3508,2025,1.2857784596085873
3511,2025,-15.885055370479604
3512,2025,-11.07826736613016
3515,2025,1.6838100923641564
3516,2025,-3.4618577800088737
3518,2025,5.442311890915596
3520,2025,0.174134476753999
3521,2025,4.655493482309125
3522,2025,10.297585361252596
3523,2025,-0.0305170000736653
3526,2025,-5.783631022634875
3527,2025,-8.744724304373847
3528,2025,-5.588935365500591
3529,2025,-26.83270229711058
3530,2025,9.390120028609727
3531,2025,-7.760006769907759
3532,2025,9.365404651997212
3533,2025,-9.34516265787943
3535,2025,62.19458134501551
3537,2025,12.032265292404205
3540,2025,-5.516499674928138
3541,2025,-12.507746709926728
3543,2025,49.018795999514566
3545,2025,-19.666483831520264
3546,2025,-3.4335832113809084
3548,2025,-25.17841750276948
3550,2025,17.0869335214248
3551,2025,39.01297990039965
3552,2025,-5.729004290443735
3555,2025,87.0610242473441
3556,2025,-4.460330323876899
3557,2025,-21.925662991910983
3558,2025,-24.028658369393032
3563,2025,17.900487076387233
3564,2025,-18.966521788629866
3567,2025,-6.2702244307403925
3570,2025,-11.625068150155146
3576,2025,9.954664453100053
3577,2025,-4.128813058571517
3580,2025,-2.9549618741004284
3581,2025,62.42748772869254
3583,2025,0.1114414189208248
3587,2025,-2.26967286944132
3588,2025,-4.229532525352467
3591,2025,-5.875612575836642
3592,2025,-26.02575990687032
3593,2025,-1.2451017570471528
3594,2025,-14.345291713842933
3596,2025,-18.244802323475
3597,2025,-12.336953555640456
3605,2025,1.81085584180236
3607,2025,0.7286608892804218
3609,2025,-9.185771855448197
3611,2025,6.085371220217522
3615,2025,3.042793065826153
3617,2025,-16.490302609135135
3622,2025,12.956471677075672
3623,2025,13.1156793158534
3624,2025,54.04743817000083
3625,2025,9.210917903150376
3628,2025,31.611195056668084
3629,2025,2.38128082215401
3630,2025,2.094437354552961
3631,2025,-16.696926330179213
3632,2025,-13.637999280316665
3645,2025,-15.196216999645426
3646,2025,-12.315203389035432
3652,2025,-7.868302857362212
3653,2025,61.70158370354356
3661,2025,10.779054489723585
3663,2025,1.567501260652958
3664,2025,-15.639499461030134
3665,2025,69.8969251003817
3666,2025,10.870340585610755
3669,2025,0.8879921067368121
3672,2025,-19.67573712958157
3673,2025,12.5809175344779
3675,2025,-14.079560396276644
3679,2025,-9.156395069633422
3680,2025,-2.385227923637823
3684,2025,40.510725942992806
3685,2025,99.36587240584169
3686,2025,5.568445475638057
3687,2025,4.53558492067891
3689,2025,21.12187167373647
3691,2025,11.05947698316542
3693,2025,-6.946734246531551
3694,2025,-3.357640836605506
3701,2025,50.53281421649607
3702,2025,-10.137064137740415
3703,2025,-7.7021137457627855
3704,2025,-2.779296851264476
3705,2025,0.702443712634088
3706,2025,23.196961141625174
3707,2025,14.711405591184496
3708,2025,15.444257584219704
3709,2025,25.745545720472595
3710,2025,-34.05168559420549
3711,2025,50.41512773877126
3712,2025,-43.98540419675069
3713,2025,8.629138224648846
3714,2025,-4.215585932685659
3715,2025,76.00408605564489
3716,2025,-4.286475736335039
3717,2025,-10.948531450632428
4102,2025,-15.639967530949717
4104,2025,-7.360580558365159
4105,2025,0.8388819626612933
4106,2025,-1.0847037924259046
4107,2025,2.188703950420245
4108,2025,-7.939062478689593
4109,2025,-9.33657771902528
4111,2025,2.1675478400843726
4113,2025,9.2645788907883
4114,2025,0.995617288953454
4116,2025,1.07376551344785
4119,2025,-26.311712049775156
4120,2025,-8.417981965701728
4121,2025,-0.6673119046406251
4123,2025,14.93935291354683
4126,2025,-3.676788140939402
4127,2025,-13.603781367401313
4128,2025,-26.211330748735623
4129,2025,9.019939941693792
4130,2025,25.753147375689306
4131,2025,22.69723580655904
4133,2025,-15.20643684000165
4137,2025,-2.896006430014947
4138,2025,-21.138494744665923
4139,2025,-10.437415636058518
4142,2025,-2.0752805969532337
4147,2025,-24.24129889035784
4148,2025,-8.125275864054196
4153,2025,-8.436440722433865
4154,2025,-12.522283361572724
4155,2025,-14.489087038314793
4157,2025,34.91472181389824
4160,2025,-10.039940098883816
4161,2025,-9.4732029795834
4162,2025,-10.58591626574272
4163,2025,-14.41800009998347
4164,2025,-14.153711681338576
4166,2025,3.257650542941754
4167,2025,-2.3660318690006936
4168,2025,11.095771026222916
4169,2025,90.27695746045153
4171,2025,-14.6044551037465
4173,2025,-11.235785760500583
4174,2025,39.30594681608521
4175,2025,-4.4700909225644
4178,2025,10.277350208083917
4183,2025,-15.398924648981982
4188,2025,-11.299373664965074
4190,2025,-17.810255958412256
4192,2025,-15.152010795117665
4198,2025,2.2924723950451145
4205,2025,-2.747938926184135
4207,2025,2.681084283809788
4303,2025,-3.3669575790543105
4304,2025,133.7906467944617
4305,2025,0.1631845183181068
4306,2025,-3.5208109687325915
4401,2025,-2.3063811036769915
4402,2025,-3.114822224155096
4406,2025,1.077496066442272
4413,2025,-3.878932161997543
4414,2025,-3.873245272386758
4416,2025,-49.84130253168552
4417,2025,15.043751160150398
4419,2025,12.212768808199916
4420,2025,-10.1066221582032
4426,2025,-12.477415723196208
4430,2025,-10.22789872074755
