coid,year_q,K_avg,D_avg,K_minus_D_avg
1103,2020Q1,41.92108455487767,43.24292726396841,-1.3218427090907383
1103,2020Q2,65.54055258865714,65.1464713456955,0.39408124296163294
1103,2020Q3,45.204216209191735,46.552479334891814,-1.348263125700079
1103,2020Q4,56.839197123831426,56.017693927101035,0.8215031967303901
1103,2021Q1,53.112723444052904,52.631223509315944,0.4814999347369593
1103,2021Q2,58.74094337278725,59.29812396734907,-0.5571805945618209
1103,2021Q3,49.577944825398866,50.04893589274141,-0.4709910673425455
1103,2021Q4,47.55144483759177,47.09827897394271,0.45316586364905476
1103,2022Q1,41.15517191810817,42.08343170054194,-0.9282597824337699
1103,2022Q2,36.505917772250505,36.731139800861975,-0.22522202861146923
1103,2022Q3,54.970357897917594,55.43486151924078,-0.464503621323189
1103,2022Q4,53.67149950372613,53.513124486767126,0.15837501695900613
1103,2023Q1,65.02182116510349,64.57685267375415,0.4449684913493428
1103,2023Q2,54.20182188127518,54.64337541801417,-0.44155353673899356
1103,2023Q3,36.12952111514463,36.86539232651741,-0.7358712113727819
1103,2023Q4,49.77427023704776,48.7835004712225,0.9907697658252559
1103,2024Q1,32.4519306573254,33.862514404279224,-1.4105837469538258
1103,2024Q2,49.627249649251105,49.456186894729356,0.17106275452174913
1103,2024Q3,61.58611961960892,60.83576757442284,0.7503520451860837
1103,2024Q4,46.598109653205135,47.31185859029489,-0.7137489370897541
1103,2025Q1,40.842756726262515,40.83270048965482,0.010056236607695723
1103,2025Q2,46.66561557760425,45.711859304931515,0.9537562726727344
1103,2025Q3,48.80514289112087,48.302323765928946,0.5028191251919267
1103,2025Q4,55.81095239015602,56.610333532960176,-0.7993811428041582
1104,2020Q1,28.70158893466722,28.24767937583579,0.45390955883143036
1104,2020Q2,73.23477472602332,72.48091264681388,0.7538620792094406
1104,2020Q3,58.08820887129582,59.908605360732004,-1.8203964894361846
1104,2020Q4,53.90456483385404,53.2865368055523,0.6180280283017368
1104,2021Q1,46.961305712386235,47.1503190277869,-0.1890133154006648
1104,2021Q2,52.62312590588641,52.319005554621334,0.30412035126507675
1104,2021Q3,49.239085330364,49.839070660361024,-0.5999853299970255
1104,2021Q4,60.50474728727007,60.23227480033052,0.27247248693954873
1104,2022Q1,56.442824579184496,56.285841771866444,0.1569828073180517
1104,2022Q2,55.13972383038603,54.863976669559186,0.275747160826846
1104,2022Q3,53.45341228571949,55.361821300652394,-1.9084090149329072
1104,2022Q4,53.35840688334179,52.99228143628717,0.36612544705462113
1104,2023Q1,75.06545010181465,73.4751772551417,1.5902728466729457
1104,2023Q2,62.737793089295884,64.14327938358126,-1.4054862942853745
1104,2023Q3,41.2540429197792,42.148864999545474,-0.8948220797662714
1104,2023Q4,59.36762367741613,58.77809801085971,0.589525666556419
1104,2024Q1,53.60151734886729,54.0191157348329,-0.4175983859656114
1104,2024Q2,56.70695991697597,55.00849149980385,1.6984684171721156
1104,2024Q3,45.27349883146555,45.533531244183465,-0.2600324127179121
1104,2024Q4,34.52125643805271,35.1712546191928,-0.6499981811400914
1104,2025Q1,56.88536773525004,56.90880274021392,-0.02343500496387918
1104,2025Q2,52.469425181442,52.62669621847536,-0.15727103703336098
1104,2025Q3,47.01864150056601,46.7490550771102,0.26958642345581296
1104,2025Q4,47.10389050733874,47.92405904547765,-0.8201685381389083
1108,2020Q1,37.874807225687505,38.07368043832848,-0.1988732126409758
1108,2020Q2,74.63397209464718,74.91203521065917,-0.2780631160119924
1108,2020Q3,51.25905582854315,51.9376188087267,-0.6785629801835498
1108,2020Q4,43.78300176064685,43.20680091083219,0.5762008498146542
1108,2021Q1,43.81000587903778,44.25699710276482,-0.44699122372703926
1108,2021Q2,48.993795411289504,48.960973650972534,0.03282176031697048
1108,2021Q3,39.22797376605257,39.58666569695578,-0.3586919309032055
1108,2021Q4,46.101077157479075,45.629236824665085,0.47184033281398996
1108,2022Q1,39.707743889343206,40.86957203428475,-1.1618281449415448
1108,2022Q2,43.187979780377916,43.16653952518305,0.02144025519486803
1108,2022Q3,51.933468075715666,52.373632785234015,-0.4401647095183492
1108,2022Q4,53.39512190757125,53.03561104126886,0.3595108663023936
1108,2023Q1,63.55422131839582,62.98554856223265,0.568672756163167
1108,2023Q2,55.75209815363342,55.10403637800353,0.6480617756298912
1108,2023Q3,32.02809642011124,34.24759007432347,-2.219493654212229
1108,2023Q4,47.43146180483219,46.80090003925635,0.6305617655758411
1108,2024Q1,50.00881448732008,49.7242101440146,0.2846043433054817
1108,2024Q2,47.564490685318795,48.49511011838307,-0.9306194330642725
1108,2024Q3,43.86583410110909,42.52826417270216,1.3375699284069285
1108,2024Q4,35.47809389275723,36.35524661105145,-0.8771527182942194
1108,2025Q1,56.738571682213205,56.27821549762044,0.4603561845927686
1108,2025Q2,49.93987399288658,49.23604851481701,0.7038254780695752
1108,2025Q3,52.347231703083786,52.944716909220475,-0.5974852061366889
1108,2025Q4,36.03928448006501,35.715354740573716,0.323929739491291
1109,2020Q1,37.558061847147194,37.00555053791033,0.5525113092368628
1109,2020Q2,65.58601723043238,65.51250686415946,0.07351036627291307
1109,2020Q3,63.16222590521646,64.21827385964566,-1.0560479544292036
1109,2020Q4,54.24073378635543,53.834828070769184,0.40590571558624333
1109,2021Q1,62.210040973552935,61.22423530360786,0.9858056699450728
1109,2021Q2,55.446969425692565,56.27810710663648,-0.8311376809439182
1109,2021Q3,44.00810569375529,44.41579585720483,-0.4076901634495371
1109,2021Q4,40.346160471839134,39.91954203066991,0.4266184411692251
1109,2022Q1,50.37798141492984,50.376835640648835,0.0011457742810065952
1109,2022Q2,49.37985484479544,50.151795292032006,-0.7719404472365667
1109,2022Q3,32.87010218281855,34.24544413017921,-1.3753419473606598
1109,2022Q4,48.762735161369065,48.606619141883826,0.15611601948523912
1109,2023Q1,65.42525833647342,63.47967003147042,1.9455883050029996
1109,2023Q2,62.204596951816605,63.611872246951755,-1.4072752951351504
1109,2023Q3,40.449986857789455,40.629620783888655,-0.17963392609919993
1109,2023Q4,44.524244574349275,44.1618688554881,0.36237571886117337
1109,2024Q1,46.39130180495038,45.129310775756274,1.2619910291941068
1109,2024Q2,48.62582830730516,48.89001066758903,-0.26418236028386843
1109,2024Q3,54.45744151052626,54.143695431776464,0.3137460787497943
1109,2024Q4,40.54858363455331,41.54348949258681,-0.9949058580334977
1109,2025Q1,52.204498159488594,51.597210539900146,0.6072876195884476
1109,2025Q2,46.45310248449611,45.88836525297605,0.5647372315200556
1109,2025Q3,44.52701546975768,45.36053459902916,-0.8335191292714796
1109,2025Q4,46.24333879083505,45.91936458230949,0.3239742085255557
1110,2020Q1,47.83801388380309,48.41919666871818,-0.5811827849150859
1110,2020Q2,62.273368515840765,62.84747579527353,-0.5741072794327664
1110,2020Q3,60.334060574216146,59.45888343226405,0.8751771419520935
1110,2020Q4,61.82536315006829,62.289157281463595,-0.46379413139530357
1110,2021Q1,42.59637775358801,43.08331164116195,-0.4869338875739402
1110,2021Q2,49.92998987574141,49.48635704777485,0.44363282796656023
1110,2021Q3,59.04231696130538,58.899135146292835,0.14318181501254656
1110,2021Q4,38.27633323458333,38.47034132314201,-0.19400808855867524
1110,2022Q1,51.23264718525501,50.52894986815976,0.7036973170952479
1110,2022Q2,41.64475870871097,41.422640838839285,0.22211786987168125
1110,2022Q3,45.91702000649893,47.099665296088105,-1.1826452895891748
1110,2022Q4,54.721469679533506,53.772943610664186,0.9485260688693202
1110,2023Q1,47.22484409785982,49.34938541006969,-2.124541312209864
1110,2023Q2,61.741021484050115,61.22282583215585,0.518195651894267
1110,2023Q3,54.807052698795545,54.88049411007502,-0.07344141127947523
1110,2023Q4,56.876289919215765,56.71007104719895,0.16621887201681318
1110,2024Q1,43.816066045570416,43.51350044341273,0.302565602157685
1110,2024Q2,56.59066109207482,57.940000310545365,-1.349339218470547
1110,2024Q3,49.851033095765494,49.51778130401182,0.3332517917536748
1110,2024Q4,47.56933917216745,47.350611501797786,0.21872767036966678
1110,2025Q1,41.70043463406066,42.9804887206366,-1.2800540865759373
1110,2025Q2,51.0126710177586,50.040791184936914,0.9718798328216849
1110,2025Q3,39.67752662174469,40.49584776098579,-0.8183211392410996
1110,2025Q4,46.08593931859567,44.53631372119363,1.5496255974020414
1201,2020Q1,38.8245398980289,39.16643651815826,-0.3418966201293543
1201,2020Q2,65.84268510933376,65.6620732427477,0.18061186658606232
1201,2020Q3,40.76036033136448,42.242587973413926,-1.4822276420494447
1201,2020Q4,48.75656580473961,47.99976022737755,0.7568055773620586
1201,2021Q1,46.56113199762705,46.85602385908456,-0.2948918614575078
1201,2021Q2,44.73710300509113,45.248507130528466,-0.5114041254373376
1201,2021Q3,60.256693004766795,58.944730675665554,1.3119623291012417
1201,2021Q4,51.13359380820122,51.23847761929384,-0.1048838110926198
1201,2022Q1,47.04228959825669,49.03407882640183,-1.9917892281451444
1201,2022Q2,40.784945902374474,40.10269414410537,0.6822517582691034
1201,2022Q3,51.236332556140084,51.90791227868711,-0.6715797225470226
1201,2022Q4,49.570073135525696,49.280802801549676,0.2892703339760203
1201,2023Q1,49.790674452355184,50.80154698000472,-1.0108725276495392
1201,2023Q2,46.31419001092218,45.86436220682543,0.44982780409674916
1201,2023Q3,28.491479693645463,28.758409552130846,-0.2669298584853834
1201,2023Q4,58.90853419982649,58.440623686690714,0.46791051313577725
1201,2024Q1,36.886929102020794,37.62845456157079,-0.7415254595499974
1201,2024Q2,50.2910437625754,49.250481105761644,1.040562656813755
1201,2024Q3,47.49147374991352,47.74843066761124,-0.2569569176977211
1201,2024Q4,45.59302747966405,45.7439873810417,-0.1509599013776466
1201,2025Q1,46.415463516409936,47.33056698287852,-0.9151034664685866
1201,2025Q2,37.42995507529965,36.009948157849884,1.4200069174497685
1201,2025Q3,45.93770872517879,47.1374895274166,-1.199780802237811
1201,2025Q4,41.55697859205027,41.507611584036326,0.049367008013945224
1203,2020Q1,51.84856097768751,50.74666971867537,1.1018912590121417
1203,2020Q2,76.08514122012595,75.84742650605698,0.2377147140689715
1203,2020Q3,51.669444374457164,53.139520864033315,-1.470076489576151
1203,2020Q4,56.68239841707561,56.10662155765519,0.5757768594204222
1203,2021Q1,53.94184724424307,54.074880365804844,-0.13303312156177327
1203,2021Q2,33.03108465800368,34.04051758767293,-1.0094329296692521
1203,2021Q3,40.68770685119114,40.67402978239686,0.01367706879427999
1203,2021Q4,55.584698959105474,55.003132275820406,0.5815666832850681
1203,2022Q1,63.116576986832015,63.55249967483163,-0.4359226879996143
1203,2022Q2,53.94967230024962,54.18828787807973,-0.23861557783011023
1203,2022Q3,44.566121819459354,45.38170798835045,-0.8155861688910946
1203,2022Q4,59.625981594971556,59.087516635860005,0.5384649591115505
1203,2023Q1,68.36067985831511,67.41622887463888,0.9444509836762336
1203,2023Q2,67.31324639707763,67.20020255879491,0.1130438382827208
1203,2023Q3,51.52217396939823,51.54480691468342,-0.022632945285188555
1203,2023Q4,69.63457446381415,69.4951301015182,0.13944436229594714
1203,2024Q1,43.07688020533424,45.333592058031286,-2.2567118526970447
1203,2024Q2,54.03125428214177,52.42008227963813,1.6111720025036362
1203,2024Q3,58.30508569938899,59.01843991075421,-0.7133542113652211
1203,2024Q4,39.729819378042855,39.82236433682554,-0.09254495878268187
1203,2025Q1,46.87063345479025,46.74202459337737,0.12860886141287864
1203,2025Q2,50.06915730531168,49.79409417797665,0.2750631273350237
1203,2025Q3,52.02675111725281,52.81512658701308,-0.7883754697602754
1203,2025Q4,48.2178811822273,47.32172188035892,0.89615930186838
1210,2020Q1,33.63847236954262,33.60689633281931,0.03157603672330822
1210,2020Q2,67.57111918280837,68.02087391584968,-0.44975473304130276
1210,2020Q3,53.964843441046135,54.447755064275846,-0.48291162322971104
1210,2020Q4,54.83207826004084,54.172617990991924,0.659460269048914
1210,2021Q1,52.476552654079,52.34416658555028,0.13238606852871726
1210,2021Q2,63.24834952023672,63.0998724340536,0.14847708618312083
1210,2021Q3,50.409055603551906,51.50103338290578,-1.0919777793538756
1210,2021Q4,49.2620667035323,48.60959842284034,0.6524682806919557
1210,2022Q1,46.003130790018965,46.6952087848412,-0.6920779948222346
1210,2022Q2,41.59947900574918,42.44542963977965,-0.8459506340304657
1210,2022Q3,52.57078223801111,53.471382081917696,-0.9005998439065834
1210,2022Q4,53.66700694913075,53.154305011357,0.5127019377737483
1210,2023Q1,49.147937991603655,48.86230624401981,0.28563174758384235
1210,2023Q2,50.20093501456162,50.11246914568952,0.08846586887209895
1210,2023Q3,50.882568493224134,51.58099290760095,-0.6984244143768166
1210,2023Q4,55.398860687398724,55.30479903089297,0.09406165650575105
1210,2024Q1,53.76438564412507,53.72213007900585,0.042255565119219796
1210,2024Q2,48.52395120271675,48.48547065063196,0.03848055208479195
1210,2024Q3,45.246169045238176,44.95651735545773,0.28965168978044886
1210,2024Q4,52.194201071731655,52.12135511956292,0.07284595216873413
1210,2025Q1,73.3947216802748,72.5767515277423,0.8179701525324958
1210,2025Q2,58.47187978718285,58.603676876876094,-0.13179708969324366
1210,2025Q3,29.935621849023203,31.717931850986588,-1.7823100019633848
1210,2025Q4,33.91532443332128,33.33733036403541,0.5779940692858716
1213,2020Q1,51.258215261851845,50.62669015269773,0.6315251091541114
1213,2020Q2,61.55143150179978,62.25854462345257,-0.7071131216527888
1213,2020Q3,51.236618890017944,51.53417459406559,-0.297555704047646
1213,2020Q4,45.211385702273176,44.99183602074287,0.21954968153030308
1213,2021Q1,46.81576572421842,46.524508782074584,0.2912569421438391
1213,2021Q2,59.36940375141614,59.02560145356122,0.34380229785491423
1213,2021Q3,52.83731712983227,53.150164176939384,-0.31284704710711253
1213,2021Q4,54.93803503591354,54.56974762231061,0.3682874136029355
1213,2022Q1,48.13409706586303,49.18977994500414,-1.0556828791411093
1213,2022Q2,53.23998439183261,53.436688725143696,-0.19670433331108939
1213,2022Q3,46.37634701011593,46.837969644368485,-0.46162263425255645
1213,2022Q4,47.11206692286319,46.972315103556326,0.1397518193068663
1213,2023Q1,54.53143380593473,54.49285428483634,0.03857952109839147
1213,2023Q2,30.063333738338162,30.39859174735923,-0.33525800902106795
1213,2023Q3,54.19469061569319,53.07323489223558,1.1214557234576077
1213,2023Q4,53.97144209024931,54.656971055733585,-0.6855289654842736
1213,2024Q1,50.67220568825466,49.655676656510025,1.016529031744632
1213,2024Q2,50.05200986775337,49.72086811171209,0.3311417560412764
1213,2024Q3,62.65501235830896,63.322045563104375,-0.6670332047954162
1213,2024Q4,53.87084371485004,54.016386971011535,-0.14554325616149555
1213,2025Q1,38.72274256873167,38.11633746075511,0.6064051079765562
1213,2025Q2,58.50791783910088,58.05829727922065,0.4496205598802234
1213,2025Q3,60.104883532112694,60.01911730615101,0.08576622596168448
1213,2025Q4,34.68630741688008,35.06569496374407,-0.37938754686399534
1215,2020Q1,32.39738311175696,32.050711606159915,0.34667150559704396
1215,2020Q2,72.97459598315005,73.99790832320717,-1.0233123400571174
1215,2020Q3,46.86395540121778,46.93193575253125,-0.06798035131347291
1215,2020Q4,58.98025357950054,58.620067144770836,0.36018643472970524
1215,2021Q1,57.53939840849147,57.38461579881221,0.15478260967925905
1215,2021Q2,64.9548307924375,64.35112314921248,0.6037076432250217
1215,2021Q3,44.61764789125005,45.61869993191136,-1.0010520406613068
1215,2021Q4,49.37678296276059,49.234546854923806,0.14223610783678708
1215,2022Q1,54.42186473273749,55.18826264286465,-0.7663979101271607
1215,2022Q2,44.69505514243847,44.58020584384549,0.11484929859297921
1215,2022Q3,58.97196019736255,59.31644314909348,-0.3444829517309316
1215,2022Q4,51.073754982481326,51.005617272513625,0.06813770996770074
1215,2023Q1,48.211105216323006,47.29622417135048,0.9148810449725246
1215,2023Q2,54.47314844060111,54.60745478976266,-0.13430634916155526
1215,2023Q3,50.41764307065467,51.25307893956135,-0.8354358689066785
1215,2023Q4,52.97806735707402,52.79205900790013,0.1860083491738891
1215,2024Q1,65.06660475560908,63.428547602627205,1.6380571529818724
1215,2024Q2,55.26787026562811,56.09862140555679,-0.8307511399286795
1215,2024Q3,44.91638892389783,45.17513588484001,-0.2587469609421831
1215,2024Q4,35.9513230406727,36.58070333291688,-0.6293802922441856
1215,2025Q1,65.108096643421,64.61470597744328,0.49339066597772785
1215,2025Q2,67.07501256546487,65.40848641877125,1.6665261466936272
1215,2025Q3,55.94270518568165,56.38079090822987,-0.438085722548216
1215,2025Q4,47.999494295002194,49.51055377849578,-1.5110594834935895
1216,2020Q1,49.664503322203494,50.9325787270752,-1.268075404871709
1216,2020Q2,57.88791967252392,58.34170537738897,-0.453785704865048
1216,2020Q3,37.7576795742564,38.199149206833546,-0.4414696325771459
1216,2020Q4,49.43423320413518,48.45734077877267,0.9768924253625144
1216,2021Q1,62.060449204535196,62.49092944950643,-0.4304802449712355
1216,2021Q2,58.95234921602388,59.19333260970268,-0.24098339367879618
1216,2021Q3,54.95812588186255,55.3146297139641,-0.3565038321015521
1216,2021Q4,52.44921851682964,52.13786837612,0.3113501407096422
1216,2022Q1,46.896021800211834,47.55197862364553,-0.6559568234336979
1216,2022Q2,47.55424596595168,46.835525443889885,0.718720522061794
1216,2022Q3,56.651206279330054,57.162209699077614,-0.5110034197475599
1216,2022Q4,55.69922794236075,55.2358160560597,0.4634118863010528
1216,2023Q1,65.32064528217764,65.17149043986855,0.1491548423090876
1216,2023Q2,69.27684416106345,70.97440978247009,-1.697565621406639
1216,2023Q3,45.31410720689989,45.447777070406666,-0.1336698635067748
1216,2023Q4,49.88067450451099,49.29879255516583,0.5818819493451599
1216,2024Q1,56.62063711377781,57.524082584031525,-0.9034454702537147
1216,2024Q2,62.917796803514136,62.08913039753137,0.8286664059827658
1216,2024Q3,64.94709165637325,64.79423120347012,0.152860452903127
1216,2024Q4,48.98182718831407,49.80028435527415,-0.81845716696008
1216,2025Q1,53.85168792030541,52.95737621476003,0.8943117055453769
1216,2025Q2,44.66093375309011,44.36239913255221,0.29853462053790025
1216,2025Q3,52.47260546524366,53.325553854175034,-0.8529483889313738
1216,2025Q4,40.67368125749425,39.642701951152304,1.0309793063419477
1217,2020Q1,39.643137720817,39.32401044586384,0.3191272749531606
1217,2020Q2,48.46846256907386,49.04699941845488,-0.5785368493810239
1217,2020Q3,36.546534711319524,37.21523925836033,-0.6687045470408037
1217,2020Q4,49.37507185213844,48.594265946023256,0.7808059061151837
1217,2021Q1,42.91503881176487,44.413293684433214,-1.4982548726683405
1217,2021Q2,48.11959987175039,47.934845663674125,0.18475420807626364
1217,2021Q3,39.55292524221017,39.31418591294754,0.23873932926262853
1217,2021Q4,48.59464308508199,47.8914611317088,0.7031819533731891
1217,2022Q1,56.194515081210625,56.52956447124016,-0.33504939002953193
1217,2022Q2,41.61844418386308,42.475052608284216,-0.8566084244211325
1217,2022Q3,41.81572450801358,42.69063602786047,-0.87491151984689
1217,2022Q4,53.619015446278134,53.53474735341766,0.08426809286047643
1217,2023Q1,55.93070296948392,54.68188600397104,1.24881696551288
1217,2023Q2,53.225469868847256,53.07824831071139,0.14722155813586824
1217,2023Q3,44.018881689291185,45.05518671271434,-1.0363050234231537
1217,2023Q4,42.49950174974836,41.8424612651244,0.6570404846239626
1217,2024Q1,44.234273237032404,44.35581174792726,-0.12153851089485812
1217,2024Q2,58.643398205706774,58.61620318856286,0.027195017143917255
1217,2024Q3,49.88156323312552,50.76425012825456,-0.8826868951290407
1217,2024Q4,35.90048290896851,35.71410898097499,0.1863739279935217
1217,2025Q1,55.37108835847805,55.636027302203104,-0.2649389437250562
1217,2025Q2,36.02194146855403,36.343825668294166,-0.3218841997401327
1217,2025Q3,44.69967922088661,45.67471924235333,-0.9750400214667252
1217,2025Q4,43.3151031150993,41.81536400897915,1.4997391061201455
1218,2020Q1,47.044788656874665,46.04134794120127,1.003440715673392
1218,2020Q2,56.568324809242235,57.263042724096664,-0.6947179148544294
1218,2020Q3,41.4593358304769,41.97196239211057,-0.5126265616336667
1218,2020Q4,62.06932977128638,61.535291615310896,0.5340381559754803
1218,2021Q1,55.756800284748394,55.24386399938507,0.5129362853633239
1218,2021Q2,37.390468559635075,38.16601708595873,-0.7755485263236537
1218,2021Q3,44.99246379864761,45.227797166847346,-0.23533336819973272
1218,2021Q4,51.91170062897345,51.493261260840036,0.41843936813341287
1218,2022Q1,52.66045258318569,53.187879218542115,-0.5274266353564272
1218,2022Q2,54.128217186275975,53.394276015860534,0.7339411704154415
1218,2022Q3,57.98833866141544,58.56673840946189,-0.5783997480464507
1218,2022Q4,50.411519552864625,50.49681935711236,-0.08529980424773242
1218,2023Q1,35.32961181876262,34.74382794301299,0.5857838757496339
1218,2023Q2,47.63953556465631,48.92225418056813,-1.2827186159118185
1218,2023Q3,28.49907954000877,28.9209421425598,-0.42186260255103036
1218,2023Q4,45.99013403289591,44.996759282287954,0.9933747506079555
1218,2024Q1,42.80648394698632,43.32578573238528,-0.5193017853989588
1218,2024Q2,42.83105210827882,43.860298042468294,-1.0292459341894755
1218,2024Q3,41.19201466522836,39.841221032579185,1.3507936326491787
1218,2024Q4,42.70220597639438,43.29973829582699,-0.5975323194326094
1218,2025Q1,63.79054525411632,63.47952026959372,0.3110249845225965
1218,2025Q2,52.6920973126297,52.53936267941066,0.15273463321904046
1218,2025Q3,42.854895547814145,42.66021043482608,0.19468511298806845
1218,2025Q4,37.076623772034914,37.085656625639274,-0.009032853604360014
1219,2020Q1,54.49280868919192,54.94858291420831,-0.4557742250163912
1219,2020Q2,65.05065151232563,65.04914829838597,0.001503213939656689
1219,2020Q3,30.869761925106875,31.74046133817215,-0.8706994130652745
1219,2020Q4,50.04534969843223,49.91489606138927,0.13045363704296165
1219,2021Q1,43.03465095253867,41.341846505911874,1.6928044466267949
1219,2021Q2,53.91814244271567,54.686353861036416,-0.768211418320746
1219,2021Q3,39.587507911120824,39.677743626926954,-0.09023571580613066
1219,2021Q4,43.70686626014187,43.25906004379774,0.44780621634413365
1219,2022Q1,43.280965822526,44.93166533768768,-1.6506995151616835
1219,2022Q2,37.41094998670046,37.3393635138724,0.0715864728280593
1219,2022Q3,47.66580963187208,48.53429978048459,-0.8684901486125085
1219,2022Q4,41.39055460562984,41.17425707885434,0.21629752677549874
1219,2023Q1,53.95043662630377,52.87016088572596,1.080275740577811
1219,2023Q2,44.69952578427875,44.40887641838106,0.29064936589768564
1219,2023Q3,35.42375012574657,36.435731621309365,-1.011981495562793
1219,2023Q4,46.44032203956398,46.15769439825851,0.28262764130546714
1219,2024Q1,39.110807204796686,38.84585329322299,0.2649539115736985
1219,2024Q2,50.515537479272915,49.85850347779871,0.6570340014742015
1219,2024Q3,47.24630518258507,47.54089425872913,-0.2945890761440637
1219,2024Q4,42.39999545188067,43.24773613166257,-0.8477406797819
1219,2025Q1,53.92634559135669,52.42786277344766,1.4984828179090357
1219,2025Q2,46.49806285162135,46.71408022643308,-0.21601737481173444
1219,2025Q3,38.889213110765034,39.22486661139457,-0.33565350062953314
1219,2025Q4,49.235953384158044,49.82055925934528,-0.5846058751872363
1220,2020Q1,52.02770611713073,51.38693071584306,0.6407754012876694
1220,2020Q2,69.48191410916894,69.25277965951436,0.2291344496545804
1220,2020Q3,60.305005436621045,60.85147238248743,-0.5464669458663849
1220,2020Q4,61.96324108980185,62.038469796372695,-0.07522870657084724
1220,2021Q1,55.313237833541415,54.17958450088687,1.1336533326545464
1220,2021Q2,57.198639591379774,58.92486665005338,-1.726227058673608
1220,2021Q3,42.36059488734699,41.95258717909936,0.4080077082476308
1220,2021Q4,47.95696659781663,47.37983067280739,0.5771359250092445
1220,2022Q1,55.69311744390804,56.29413942552588,-0.6010219816178406
1220,2022Q2,33.21269046319766,34.462356766793015,-1.2496663035953546
1220,2022Q3,42.74827825383393,42.90039297723816,-0.1521147234042317
1220,2022Q4,57.638674966234746,57.11893759150442,0.519737374730326
1220,2023Q1,50.41426311727023,51.576966698861945,-1.162703581591714
1220,2023Q2,27.072667690253045,26.892941258100915,0.1797264321521297
1220,2023Q3,37.0481337587956,36.729477878112455,0.31865588068314565
1220,2023Q4,48.76701056855004,48.41170833902308,0.3553022295269628
1220,2024Q1,49.03606075522795,48.397878105198224,0.6381826500297265
1220,2024Q2,44.77601819158541,45.360391778144724,-0.584373586559316
1220,2024Q3,49.60989173786948,50.333405400628315,-0.7235136627588332
1220,2024Q4,42.52367300984103,42.27872683077605,0.24494617906498206
1220,2025Q1,46.42188475914613,47.80671159118632,-1.38482683204019
