coid,year_q,Bias
1453,2025Q4,-1.0551479027649164
1454,2025Q4,-2.5210084033613342
1455,2025Q4,-3.274750284486021
1456,2025Q4,3.780111956726827
1457,2025Q4,-8.177923075017956
1459,2025Q4,2.124355392756763
1460,2025Q4,8.230983239465289
1463,2025Q4,-0.505784609773499
1464,2025Q4,-0.5248327826940138
1465,2025Q4,-3.0819926342314465
1466,2025Q4,-7.607422637482758
1467,2025Q4,-0.0910810621453086
1468,2025Q4,2.265173595132182
1470,2025Q4,0.9220200339062632
1471,2025Q4,-1.6577060931899803
1472,2025Q4,-2.5542955284602438
1473,2025Q4,-6.338397857868519
1474,2025Q4,-6.28464828144524
1475,2025Q4,-17.50849934092579
1476,2025Q4,-8.263075255533268
1477,2025Q4,-4.813212872424576
1503,2025Q4,-2.111343164809369
1504,2025Q4,-14.938173216258557
1506,2025Q4,-3.5396398261229574
1512,2025Q4,-3.111511950009666
1513,2025Q4,-0.7414184482862848
1514,2025Q4,-0.9358821186778152
1515,2025Q4,-2.0116227089852483
1516,2025Q4,20.21502215316129
1517,2025Q4,-6.123627960716338
1519,2025Q4,9.023543812429336
1521,2025Q4,-2.9126213592232952
1522,2025Q4,-1.4863871124041408
1524,2025Q4,-9.42053726288188
1525,2025Q4,0.1448607054856082
1526,2025Q4,-3.508167344406906
1527,2025Q4,-1.183680499944095
1528,2025Q4,52.88059221113615
1529,2025Q4,-5.855016725757666
1530,2025Q4,0.8418910167453016
1531,2025Q4,3.5504214162641943
1532,2025Q4,-2.143522833178003
1533,2025Q4,1.2243624736801229
1535,2025Q4,-2.2297857325322976
1536,2025Q4,-5.123500976819871
1537,2025Q4,0.5362199829008044
1538,2025Q4,-2.103615999506664
1539,2025Q4,0.44532696986061
1540,2025Q4,0.618650919188718
1541,2025Q4,-4.0097555750557135
1558,2025Q4,6.190106190106183
1560,2025Q4,19.37977914289232
1563,2025Q4,11.016709147550262
1565,2025Q4,-8.481262327416173
1568,2025Q4,2.047742957348119
1569,2025Q4,-8.698960182602084
1570,2025Q4,1.5549509230534515
1580,2025Q4,-1.1997799215915514
1582,2025Q4,-1.158558641704222
1583,2025Q4,-4.626531322029651
1584,2025Q4,2.337891486546085
1586,2025Q4,-5.067023822659879
1587,2025Q4,12.903446983375314
1589,2025Q4,-10.084899065630006
1590,2025Q4,1.6060308095706377
1591,2025Q4,0.9126184822261572
1593,2025Q4,3.3469469070624545
1595,2025Q4,17.542903840915276
1597,2025Q4,-3.199784888410857
1598,2025Q4,-6.86164229471317
1599,2025Q4,13.255661869741372
1603,2025Q4,-2.8277135360995107
1604,2025Q4,-6.934513676086705
1605,2025Q4,5.562969307068744
1608,2025Q4,9.407317595036014
1609,2025Q4,-4.488174906186995
1611,2025Q4,-3.610068272901519
1612,2025Q4,-5.546403075233396
1614,2025Q4,-1.2736561847880912
1615,2025Q4,3.88522358362133
1616,2025Q4,-8.931977113795304
1617,2025Q4,-0.8623297016460175
1618,2025Q4,-1.8640032518436835
1623,2025Q4,10.426447031627683
1626,2025Q4,-7.731279934908608
1702,2025Q4,1.4143682428149764
1707,2025Q4,-1.7053501040194776
1708,2025Q4,1.611883691529703
1709,2025Q4,-0.4383106205115001
1710,2025Q4,2.160552077264553
1711,2025Q4,2.2560405820317686
1712,2025Q4,-4.2626467148358245
1713,2025Q4,0.546171246239246
1714,2025Q4,-1.963163386638835
1717,2025Q4,1.1100065854214312
1718,2025Q4,2.1593447505584584
1720,2025Q4,-0.4142361991715353
1721,2025Q4,36.75015332592949
1722,2025Q4,0.1011482313718622
1723,2025Q4,-11.152628303563173
1725,2025Q4,1.688565388423563
1726,2025Q4,1.1748181829002666
1727,2025Q4,12.102404965089216
1730,2025Q4,0.208768267223381
1731,2025Q4,-0.4312357513664987
1732,2025Q4,-2.526648518056937
1733,2025Q4,-5.64956171200342
1734,2025Q4,-1.684261423160612
1735,2025Q4,21.63690397917051
1736,2025Q4,-3.483541067433678
1737,2025Q4,-0.2463945522573651
1742,2025Q4,-1.2288295616303055
1752,2025Q4,-2.0953690847098283
1760,2025Q4,-4.104772385827609
1762,2025Q4,-2.523255166267476
1773,2025Q4,-1.2522361359570662
1776,2025Q4,0.6082525069866918
1777,2025Q4,-2.6792225414964994
1781,2025Q4,-5.997447894512973
1783,2025Q4,-1.0329111816624157
1784,2025Q4,7.482216106755281
1785,2025Q4,9.468083880536572
1786,2025Q4,-16.06279472333313
1788,2025Q4,-0.5283293860448128
1789,2025Q4,-5.4564337602375135
1795,2025Q4,-1.775912329969065
1796,2025Q4,-0.9646962233169106
1799,2025Q4,-4.53333333333334
1802,2025Q4,6.414106414106402
1805,2025Q4,7.214375587020855
1806,2025Q4,-1.3598717019266595
1808,2025Q4,-2.165836080436321
1809,2025Q4,-4.531603048423553
1810,2025Q4,-1.289146868250533
1813,2025Q4,-3.286733974042912
1815,2025Q4,20.158497204151075
1817,2025Q4,-0.6613928154584426
1903,2025Q4,-2.145358621829028
1904,2025Q4,-2.649289846264661
1905,2025Q4,-3.827818632531073
1906,2025Q4,-4.184354154032747
1907,2025Q4,-0.2544179854825392
1909,2025Q4,-2.807349578108988
2002,2025Q4,2.499366122341087
2006,2025Q4,-7.085523165074685
2007,2025Q4,8.77852202799107
2008,2025Q4,3.0726999025945263
2009,2025Q4,13.665275199532626
2010,2025Q4,2.625523688356341
2012,2025Q4,8.898168968840347
2013,2025Q4,1.0693084591875397
2014,2025Q4,3.7945987267862495
2015,2025Q4,-7.996845425867509
2017,2025Q4,-2.9048398731351
2020,2025Q4,-5.305870607542104
2022,2025Q4,2.7870874500080878
2023,2025Q4,1.2561140527339156
2024,2025Q4,5.996365838885514
2025,2025Q4,5.94200960678029
2027,2025Q4,-4.275342834095177
2028,2025Q4,7.439082040483049
2029,2025Q4,0.9261458085965344
2030,2025Q4,6.099274510366196
2031,2025Q4,-1.8785101026402409
2032,2025Q4,4.104803493449785
2033,2025Q4,-1.5116097865045954
2034,2025Q4,7.510675709620685
2035,2025Q4,7.391341088983408
2038,2025Q4,1.6537066923770254
2049,2025Q4,-4.777471331392567
2059,2025Q4,0.3501094899974564
2061,2025Q4,1.8259362921498128
2062,2025Q4,-2.667986529817689
2063,2025Q4,-4.524551954392266
2064,2025Q4,-3.6902282623906335
2065,2025Q4,-6.525416184456509
2066,2025Q4,-4.892481421075825
2067,2025Q4,-4.173254755402227
2069,2025Q4,15.019201037354737
2070,2025Q4,-4.365559906144235
2072,2025Q4,8.544482867022946
2073,2025Q4,-3.2701291563616444
2101,2025Q4,-2.5035049068696176
2102,2025Q4,-1.1212996353373683
2103,2025Q4,1.628015237645642
2104,2025Q4,8.316850334369398
2105,2025Q4,-8.266295171075576
2106,2025Q4,-3.146509341199609
2107,2025Q4,2.77256618720033
2108,2025Q4,-1.483866452019326
2109,2025Q4,-4.612380600559392
2114,2025Q4,0.5053029041035019
2115,2025Q4,-4.566343991395328
2201,2025Q4,-3.402054345450583
2204,2025Q4,-1.919269181394112
2206,2025Q4,0.4034124078340776
2207,2025Q4,-5.726158831196342
2208,2025Q4,-2.7908740072518063
2211,2025Q4,-12.083271521623788
2221,2025Q4,5.500812356255142
2227,2025Q4,0.8357558139534899
2228,2025Q4,5.280700301272455
2230,2025Q4,-7.374464177905531
2231,2025Q4,-9.302409587975188
2233,2025Q4,9.254178099276633
2235,2025Q4,-0.0460429306616946
2236,2025Q4,19.13748568552839
2239,2025Q4,13.116355596688775
2241,2025Q4,0.2461706783369701
2243,2025Q4,-1.6956428418115608
2247,2025Q4,-5.19693182797552
2248,2025Q4,-0.6909870195480843
2250,2025Q4,-7.939779081006609
2301,2025Q4,-2.354828727293288
2302,2025Q4,-4.619970193740681
2303,2025Q4,5.3063720511543
2305,2025Q4,1.718111372084855
2308,2025Q4,-0.4462550889486317
2312,2025Q4,0.3022500839583522
2313,2025Q4,8.088277123946241
2314,2025Q4,-0.6975286179638926
2316,2025Q4,1.7652818354899962
2317,2025Q4,-0.7142970981438084
2321,2025Q4,-9.908885769014338
2323,2025Q4,11.780413587530289
2324,2025Q4,-5.578100813238375
2327,2025Q4,3.3441449502292784
2328,2025Q4,-1.473535633077134
2329,2025Q4,14.326545194712391
2330,2025Q4,6.185166531221791
2331,2025Q4,4.116723543070941
2332,2025Q4,-6.743585135980866
2337,2025Q4,15.238671118472377
2338,2025Q4,-5.266022588107213
2340,2025Q4,0.9702427928137106
2342,2025Q4,-8.480682656767119
2344,2025Q4,38.85157228240757
2345,2025Q4,13.69269756121008
2347,2025Q4,-2.3909990677413244
2348,2025Q4,-2.5331724969843283
2349,2025Q4,40.60173868293849
2351,2025Q4,-4.828132607770491
2352,2025Q4,-17.683364683711467
2353,2025Q4,-7.197469021882425
2354,2025Q4,-6.914713057436781
2355,2025Q4,-4.90704431269785
2356,2025Q4,-2.370641099456777
2357,2025Q4,-12.805956816991
2359,2025Q4,-3.1262060980316564
2360,2025Q4,2.692082890929211
2362,2025Q4,-4.1189222669557
2363,2025Q4,-9.703047037736765
2364,2025Q4,-3.917979185600113
2365,2025Q4,-5.025418052856365
2367,2025Q4,4.773350590120491
2368,2025Q4,28.68983445841718
2369,2025Q4,6.202805251190693
2371,2025Q4,-7.602106261970727
2373,2025Q4,-1.3226626025181962
2374,2025Q4,-5.193927100620805
2375,2025Q4,0.1008708775766382
2376,2025Q4,-4.360325826545281
2377,2025Q4,-8.593712845389271
2379,2025Q4,-5.292209364257017
2380,2025Q4,-11.75638729141133
2382,2025Q4,-4.65898587305554
2383,2025Q4,17.815577439570276
2385,2025Q4,-5.070993914807302
2387,2025Q4,-13.120642089268856
2388,2025Q4,-3.0832907036227484
2390,2025Q4,1.067220497213708
2392,2025Q4,-13.48689994724812
2393,2025Q4,-1.211059350319537
2395,2025Q4,-3.697707102595037
2397,2025Q4,-5.379516844157883
2399,2025Q4,12.67909081116018
2401,2025Q4,-5.493263426842766
2402,2025Q4,18.806279760501617
2404,2025Q4,11.8554125584751
2405,2025Q4,-2.1128232201581585
2406,2025Q4,17.03360370799537
2408,2025Q4,34.35592346028459
2409,2025Q4,1.7230641478098363
2412,2025Q4,-0.6849315068493194
2413,2025Q4,72.56908439990616
2414,2025Q4,-1.4991871876693412
2415,2025Q4,0.9993411371105626
2417,2025Q4,2.8071512495633684
2419,2025Q4,3.0180228217980147
2420,2025Q4,0.1781825381112718
2421,2025Q4,1.4224343675417748
2423,2025Q4,1.6166281755196306
2424,2025Q4,-14.722837176025072
2425,2025Q4,3.1591428813415803
2426,2025Q4,2.376077329650972
2427,2025Q4,-0.2531170900909309
2428,2025Q4,-4.47516080470782
2429,2025Q4,-10.114878117119632
2430,2025Q4,-7.336588809789959
2431,2025Q4,-5.265090811965818
2433,2025Q4,-1.2952145842034948
2434,2025Q4,3.2157811240279845
2436,2025Q4,-1.0573265336633495
2438,2025Q4,-7.73876090360098
2439,2025Q4,-4.808301261752815
2440,2025Q4,12.589165220744167
2441,2025Q4,20.47915507562435
2442,2025Q4,-2.798880447820883
2444,2025Q4,0.3758567322573551
2449,2025Q4,19.224419858790117
2450,2025Q4,-0.0804188684064258
2451,2025Q4,19.81663164882967
2453,2025Q4,-3.799554573786648
2454,2025Q4,5.355613969207656
2455,2025Q4,3.8560411311053984
2457,2025Q4,-1.7183765944900231
2458,2025Q4,-10.186092910884325
2459,2025Q4,1.2045019927028586
2460,2025Q4,13.886181809940398
2461,2025Q4,-3.0105777054515888
2462,2025Q4,-3.544890076329166
2464,2025Q4,0.0134105219278165
2465,2025Q4,-5.50467833303736
2466,2025Q4,17.176401660940215
2467,2025Q4,26.35561160151324
2468,2025Q4,-6.445963504886729
2471,2025Q4,-0.708683060522892
2472,2025Q4,4.512600117210398
2474,2025Q4,7.118045631257454
2476,2025Q4,-6.504723346828616
2477,2025Q4,-5.557313086575974
2478,2025Q4,-3.2230775738093125
2480,2025Q4,-2.9978794437088934
2481,2025Q4,-5.787042304803949
2482,2025Q4,-2.1328293736501127
2483,2025Q4,-4.273521840332558
2484,2025Q4,-4.724713233149217
2485,2025Q4,34.27734375000001
2486,2025Q4,7.86495170200327
2488,2025Q4,0.404681176856601
2489,2025Q4,3.1180446368407075
2491,2025Q4,24.18716691004854
2492,2025Q4,0.4234091258271026
2493,2025Q4,25.09912296209911
2495,2025Q4,25.896608600585857
2496,2025Q4,-3.4350299180025154
2497,2025Q4,17.84300169693922
2498,2025Q4,-3.290862559018125
2501,2025Q4,2.627977965685414
2504,2025Q4,6.177335761311103
2505,2025Q4,5.12483574244416
2506,2025Q4,-1.856736053463914
2509,2025Q4,10.140980454982374
2511,2025Q4,-4.319076603151979
2514,2025Q4,3.143318151181556
2515,2025Q4,-4.883631067383999
2516,2025Q4,0.1855287569573274
2520,2025Q4,1.189387556853453
2524,2025Q4,0.717523905669905
2527,2025Q4,9.822809120018755
2528,2025Q4,-5.668504479669202
2530,2025Q4,-0.0375080500767859
2534,2025Q4,-0.2718550873340428
2535,2025Q4,-5.596299924726353
2536,2025Q4,-1.0466222645099852
2537,2025Q4,8.891764319950425
2538,2025Q4,3.565953719249585
2539,2025Q4,1.889043881615436
2540,2025Q4,0.988960301381956
2542,2025Q4,4.5785639958376825
2543,2025Q4,-7.549982232983271
2545,2025Q4,-2.125000000000004
2546,2025Q4,-1.216767598187238
2547,2025Q4,1.473695969911658
2548,2025Q4,12.02817147906997
2596,2025Q4,21.7667476352772
2597,2025Q4,1.9572143832498827
2601,2025Q4,-4.122892204467207
2603,2025Q4,3.1347536979237383
2605,2025Q4,4.061390228216017
2606,2025Q4,3.958691910499135
2607,2025Q4,0.0265234975652182
2608,2025Q4,-1.6078143875197712
2609,2025Q4,4.630412322720021
2610,2025Q4,2.033084985477964
2611,2025Q4,-5.184197366227703
2612,2025Q4,3.287821774603018
2613,2025Q4,-7.2813119245855455
2614,2025Q4,3.991717473829516
2615,2025Q4,-1.0547463586137662
2616,2025Q4,-4.255090258403685
2617,2025Q4,1.4188565191839455
2618,2025Q4,1.8721622819364188
2630,2025Q4,-1.6005767844268264
2633,2025Q4,0.9856924913530964
2634,2025Q4,-3.24122765082704
2636,2025Q4,-0.4358531978666555
2637,2025Q4,4.365201352597607
2640,2025Q4,10.57599691774224
2641,2025Q4,-3.365576938833541
2642,2025Q4,-6.753269863866896
2643,2025Q4,2.954086651167904
2645,2025Q4,-3.8157380482587535
2646,2025Q4,-0.5687802822835392
2701,2025Q4,-0.074718903882684
2702,2025Q4,1.443123938879456
2704,2025Q4,0.733498615643923
2705,2025Q4,-0.7770472205618589
2706,2025Q4,-1.143365110504862
2707,2025Q4,-6.598035412010061
2712,2025Q4,-3.098216690342018
2718,2025Q4,-6.480638964715406
2719,2025Q4,-8.015526979045928
2722,2025Q4,-5.433505108037252
2723,2025Q4,3.355099216515791
2724,2025Q4,10.550753324419087
2726,2025Q4,-12.453860818539502
2727,2025Q4,-0.103579238117157
2729,2025Q4,-2.006920415224913
2731,2025Q4,-1.4318010550113038
2732,2025Q4,-6.139809288605348
2734,2025Q4,-4.2031514574066415
2736,2025Q4,-5.244241137069108
2739,2025Q4,-1.3920318178701234
2740,2025Q4,13.5981496214762
2743,2025Q4,-6.938584153774014
2745,2025Q4,-5.0489540464066405
2748,2025Q4,-2.8543933302471727
2751,2025Q4,-12.37898159781243
2752,2025Q4,-6.182241056963642
2753,2025Q4,0.2417378181293829
2754,2025Q4,-4.857268893316531
2755,2025Q4,-2.062929777036878
2756,2025Q4,-12.416594360913304
2762,2025Q4,-7.871973417133046
2801,2025Q4,0.4459900192541848
2812,2025Q4,-3.003171050177198
2816,2025Q4,2.2556390977443583
2820,2025Q4,1.329272168026708
2832,2025Q4,0.5672150878813428
2834,2025Q4,1.7378089491120248
2836,2025Q4,0.9437833401723448
2838,2025Q4,0.3198830379038166
2845,2025Q4,1.4342887364523993
2849,2025Q4,2.596599224490404
2850,2025Q4,0.843913361775608
2851,2025Q4,2.920995883160169
2852,2025Q4,1.766520098429312
2855,2025Q4,-1.3924703455389464
2867,2025Q4,11.299702273296417
2880,2025Q4,3.2242596989181407
2881,2025Q4,3.729289222300177
2882,2025Q4,12.307443849982134
2883,2025Q4,6.860771256001249
2884,2025Q4,6.832534067708086
2885,2025Q4,8.426355605339085
2886,2025Q4,-1.7259382101836511
2887,2025Q4,5.717557924411932
2889,2025Q4,3.453664635099236
2890,2025Q4,5.76610159462738
2891,2025Q4,13.316238081479344
2892,2025Q4,2.57913247362251
2897,2025Q4,0.5633306927207077
2901,2025Q4,-1.3573863909208848
2903,2025Q4,-2.780478320046669
2904,2025Q4,-0.5975805276198756
2905,2025Q4,6.454429444556387
2906,2025Q4,-3.973336721044417
2908,2025Q4,-0.0285632676378211
2910,2025Q4,-6.098815283227318
2911,2025Q4,11.577181208053702
2912,2025Q4,-5.938128096557172
2913,2025Q4,-3.837811261821437
2915,2025Q4,2.10643159332362
2916,2025Q4,0.6860197307649584
2923,2025Q4,-1.9285745808672456
2924,2025Q4,-11.67387276096356
2926,2025Q4,-4.968907775980041
2929,2025Q4,-4.517342399363457
2937,2025Q4,-2.6049121199977003
2939,2025Q4,-8.290535583272195
2941,2025Q4,-6.51234732519068
2945,2025Q4,0.2139309278459791
2947,2025Q4,-3.849354873994741
2948,2025Q4,-1.9397858674587167
2949,2025Q4,-4.062491561052498
3002,2025Q4,1.6639610389610395
3003,2025Q4,-0.1795332136445213
3004,2025Q4,-5.429969181053824
3005,2025Q4,-14.645792370533153
3006,2025Q4,35.91072278013445
3008,2025Q4,10.236486365998072
3010,2025Q4,4.59060319103498
3011,2025Q4,9.367191291184715
3013,2025Q4,2.185997307927524
3014,2025Q4,-6.674781903022921
3015,2025Q4,-4.107573867134514
3016,2025Q4,-3.516639131460934
3017,2025Q4,11.398008115086684
3018,2025Q4,-7.450067492745551
3019,2025Q4,-2.644020311679219
3021,2025Q4,-1.5025708627940937
3022,2025Q4,-3.510569706507574
3023,2025Q4,-10.52753892633047
3024,2025Q4,-0.3177372126347293
3025,2025Q4,25.98226799577959
3026,2025Q4,-3.703906505934008
3027,2025Q4,-3.659662406518114
3028,2025Q4,3.978753257165769
3029,2025Q4,-5.306209989390565
3030,2025Q4,18.876391521102576
3031,2025Q4,-2.1331487227504327
3032,2025Q4,-11.040321866012684
3033,2025Q4,1.4803804597777717
3034,2025Q4,-4.874955076307326
3035,2025Q4,0.8875739644970414
3036,2025Q4,-3.882110355965937
3037,2025Q4,20.409919150212463
3038,2025Q4,4.417481446577924
3040,2025Q4,-7.614550371143372
3041,2025Q4,-10.94665387186026
3042,2025Q4,-6.315544162199939
3043,2025Q4,-3.61445783132531
3044,2025Q4,1.058327365321871
3045,2025Q4,-0.0230361667818527
3046,2025Q4,6.001221362820322
3047,2025Q4,-0.7111597374179571
3048,2025Q4,7.020878730276476
3049,2025Q4,-9.475664237009171
3050,2025Q4,9.834882910340692
3051,2025Q4,-4.937578252603274
3052,2025Q4,5.856825349415376
3054,2025Q4,31.625380780666283
3055,2025Q4,19.827436170327463
3056,2025Q4,-5.084316765273524
3057,2025Q4,40.23696365218555
3058,2025Q4,-2.284957440699462
3059,2025Q4,-9.488559892328391
3060,2025Q4,16.438984138626576
3062,2025Q4,-4.820261437908496
3064,2025Q4,1.649919314098249
3066,2025Q4,-2.0498044570913905
3067,2025Q4,0.1295794557662881
3071,2025Q4,1.5137556596647577
3073,2025Q4,-8.241199701334102
3078,2025Q4,-4.31802604523647
3081,2025Q4,25.112688161421083
3083,2025Q4,2.3968333218728506
3085,2025Q4,-8.699096389586325
3086,2025Q4,-90.04322168002804
3088,2025Q4,-1.457780777697764
3090,2025Q4,12.239078362039471
3092,2025Q4,62.98776955057397
3093,2025Q4,2.9544316474712096
3094,2025Q4,-2.1239111285113097
3095,2025Q4,2.631930817405498
3105,2025Q4,37.30832170964617
3114,2025Q4,6.965854122345161
3115,2025Q4,-5.293723475541667
3118,2025Q4,-1.3576770629696724
3122,2025Q4,-9.034991206715812
3128,2025Q4,6.382220448195247
3130,2025Q4,-0.0815814971562206
3131,2025Q4,6.044300822393946
3135,2025Q4,64.24780588158303
3138,2025Q4,15.050648917618403
3141,2025Q4,7.442403652192382
3147,2025Q4,-5.484748675354426
3149,2025Q4,-3.460343319154065
3152,2025Q4,22.704507512520877
3158,2025Q4,-9.461219013144005
3162,2025Q4,-1.0303283985687903
3163,2025Q4,42.48681505318672
3164,2025Q4,-5.427299591458844
3167,2025Q4,22.03557336963725
3168,2025Q4,-4.8946048886464855
3169,2025Q4,3.6333314555328
3171,2025Q4,-6.479464700523109
3176,2025Q4,7.228668444985725
3178,2025Q4,13.54235335202051
3188,2025Q4,-7.042012492513051
3189,2025Q4,8.461786800858343
3191,2025Q4,2.704941753247128
3205,2025Q4,3.3268007162380147
3206,2025Q4,-4.084093294004805
3207,2025Q4,3.910811616072529
3209,2025Q4,-1.1709601873536302
3211,2025Q4,12.674474082697712
3213,2025Q4,0.4057946269803487
3217,2025Q4,-7.369647538595983
3218,2025Q4,-5.244320880967257
3219,2025Q4,26.023839924817405
3221,2025Q4,-3.154785129034047
3224,2025Q4,-2.9068954670953686
3226,2025Q4,-6.017128239350458
3227,2025Q4,-7.287309074809753
3228,2025Q4,-10.09606670291826
3229,2025Q4,53.30717333672786
3230,2025Q4,-14.323314111292868
3231,2025Q4,4.616834760316218
3232,2025Q4,-2.4421970017235197
3234,2025Q4,19.98753637318511
3236,2025Q4,12.14767764986105
3252,2025Q4,1.4329332653681086
3257,2025Q4,4.753880757161045
3259,2025Q4,5.259270202393275
3260,2025Q4,40.31732624543624
3264,2025Q4,38.5951241233441
3265,2025Q4,28.396024087703104
3266,2025Q4,3.4359680368290206
3268,2025Q4,-0.4300514019221877
3272,2025Q4,-6.596391570800887
3276,2025Q4,6.086815503540722
3284,2025Q4,-1.6090631047909982
3285,2025Q4,5.1342028248324585
3287,2025Q4,-7.2699694364417615
3288,2025Q4,-0.0892060660124922
3289,2025Q4,4.157556486187657
3290,2025Q4,-6.223416013021552
3293,2025Q4,-2.4731114580838027
3294,2025Q4,-6.769305962854358
3296,2025Q4,9.806146399044689
3297,2025Q4,-9.242338339288626
3303,2025Q4,-2.3136246786632486
3305,2025Q4,0.7233591580889664
3306,2025Q4,-7.705221247483713
3308,2025Q4,29.796329540611417
3310,2025Q4,25.42754464021224
3311,2025Q4,-5.350219380871942
3312,2025Q4,-8.26122779908551
3313,2025Q4,-6.63169060155868
3317,2025Q4,-8.310008686420232
3321,2025Q4,8.229945533838618
3322,2025Q4,11.316981354038006
3323,2025Q4,-1.109741060419225
3324,2025Q4,5.129847331684778
3325,2025Q4,1.890197625151651
3332,2025Q4,-5.78395039762223
3338,2025Q4,-4.164844243572931
3339,2025Q4,-6.174221227382955
3346,2025Q4,-4.142159929921164
3349,2025Q4,29.847282840891012
3354,2025Q4,54.22479203834661
3356,2025Q4,1.4643244958626305
3357,2025Q4,-2.2464630234735323
3360,2025Q4,9.96427153632393
3362,2025Q4,-3.7104647504291015
3363,2025Q4,19.02151243898773
3372,2025Q4,16.46571152172856
3373,2025Q4,-4.021863494146427
3374,2025Q4,-1.1555555555555554
3376,2025Q4,-2.0003068237307304
3379,2025Q4,-9.149842563437682
3380,2025Q4,0.8145558853511883
3388,2025Q4,-0.6810213543878822
3390,2025Q4,14.187248707639297
3402,2025Q4,11.126442061812744
3406,2025Q4,4.077017455996488
3413,2025Q4,-10.488693028472342
3416,2025Q4,-3.9408661256941744
3419,2025Q4,-1.9040388475039984
3426,2025Q4,0.7096575131132226
3430,2025Q4,-6.077678203432996
3432,2025Q4,-3.823959375240437
3434,2025Q4,-7.588489394167325
3437,2025Q4,-1.39215108913739
3438,2025Q4,13.894521470134208
3441,2025Q4,8.956484144002463
3443,2025Q4,14.308768154922
3444,2025Q4,32.160622166085986
3447,2025Q4,-2.0819976007333847
3450,2025Q4,4.915484748397115
3455,2025Q4,23.771499109395307
3465,2025Q4,11.177208449467845
3466,2025Q4,-5.90797088992035
3467,2025Q4,15.889651849174792
3479,2025Q4,-11.200321000152522
3481,2025Q4,24.17339120808693
3483,2025Q4,-4.4866920152091225
3484,2025Q4,-2.076473023149504
3485,2025Q4,32.40599460975769
3489,2025Q4,11.90765907747039
3490,2025Q4,2.9142041980843687
3491,2025Q4,33.571572035109455
3492,2025Q4,3.382780756377278
3494,2025Q4,-6.460829793475087
3498,2025Q4,4.279790699970389
3499,2025Q4,29.46113859918435
3501,2025Q4,-2.3839711856057195
3504,2025Q4,-4.447172127277872
3508,2025Q4,4.037436064860152
3511,2025Q4,-0.5646943285047801
3512,2025Q4,3.4971644612476296
3515,2025Q4,-9.19908466819222
3516,2025Q4,0.2466066523648125
